2023-09-09 14:54:16,882 [ 1] INFO  Unity: LoadingManager start
2023-09-09 14:54:19,959 [ 1] INFO  Unity: DataManager > DataManager()
2023-09-09 14:54:25,556 [ 1] INFO  Unity: UserLoginRequest::user :123 psw:123
2023-09-09 14:54:25,557 [ 1] INFO  Unity: ConnectToServer() Start 
2023-09-09 14:54:25,558 [ 1] INFO  Unity: DoConnect
2023-09-09 14:54:25,560 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2023-09-09 14:54:25,561 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2023-09-09 14:54:25,564 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2023-09-09 14:54:25,638 [ 1] INFO  Unity: OnLogin:Success [None]
2023-09-09 14:54:25,640 [ 1] INFO  Unity: LoadLevel: CharSelect
2023-09-09 14:54:25,721 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-09-09 14:54:27,005 [ 1] INFO  Unity: Select Char:[7]1[Archer]
2023-09-09 14:54:27,514 [ 1] INFO  Unity: UserGameEnterRequest::characterId :0 
2023-09-09 14:54:27,529 [ 1] INFO  Unity: OnUserCreateCharacter:Success [None]
2023-09-09 14:54:27,530 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:2
2023-09-09 14:54:27,531 [ 1] INFO  Unity: AddCharacter:7:1 Map:1 Entity:(0:pos:(5000,4000,820),dir:(100,0,0),spd:0
2023-09-09 14:54:27,533 [ 1] INFO  Unity: AddCharacter:7:1 Map:1 Entity:(0:pos:(5000,4000,820),dir:(100,0,0),spd:0
2023-09-09 14:54:27,534 [ 1] INFO  Unity: LoadLevel: MainCity
2023-09-09 14:54:27,876 [ 1] INFO  Unity: LevelLoadCompleted:1
2023-09-09 14:54:27,908 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:27,913 [ 1] INFO  Unity: velocity 0.163827
2023-09-09 14:54:27,925 [ 1] INFO  Unity: velocity 0.327654
2023-09-09 14:54:27,943 [ 1] INFO  Unity: velocity 0.491481
2023-09-09 14:54:27,961 [ 1] INFO  Unity: velocity 0.655308
2023-09-09 14:54:27,980 [ 1] INFO  Unity: velocity 0.819135
2023-09-09 14:54:27,992 [ 1] INFO  Unity: velocity 0.982962
2023-09-09 14:54:28,010 [ 1] INFO  Unity: velocity 1.146789
2023-09-09 14:54:28,028 [ 1] INFO  Unity: velocity 1.310616
2023-09-09 14:54:28,046 [ 1] INFO  Unity: velocity 1.474443
2023-09-09 14:54:28,064 [ 1] INFO  Unity: velocity 1.63827
2023-09-09 14:54:28,076 [ 1] INFO  Unity: velocity 1.802097
2023-09-09 14:54:28,094 [ 1] INFO  Unity: velocity 0.7326046
2023-09-09 14:54:28,112 [ 1] INFO  Unity: velocity 0.1464661
2023-09-09 14:54:28,130 [ 1] INFO  Unity: velocity 0.0292384
2023-09-09 14:54:28,147 [ 1] INFO  Unity: velocity 0.005847678
2023-09-09 14:54:28,159 [ 1] INFO  Unity: velocity 0.00118781
2023-09-09 14:54:28,177 [ 1] INFO  Unity: velocity 0.0001827329
2023-09-09 14:54:28,195 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,214 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,228 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,243 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,261 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,279 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,297 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,310 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,330 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,349 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,360 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,379 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,396 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,414 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,429 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,444 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,467 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,479 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,497 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,515 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,527 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,547 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,564 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,576 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,594 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,613 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,630 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,648 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,660 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,678 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,696 [ 1] INFO  Unity: velocity 0
2023-09-09 14:54:28,714 [ 1] INFO  Unity: velocity 0
